Gender,Race,Birth Origin,Age,Sports,Avg Deals Closed,Technical Aptitude,HireVue Score,Leadership Capability,Manager's Assessment Score,Educational Prestige,Education,Soft Skills,GPA,Years of Experience,Job Tenure,Military Tenure,Avg Commute Time,Cultural Fit,Undergraduate Degree,LinkedIn Score,Responsible Social Media Use,Employee Referral,Arrest Record,Criminal Record,Names
male,Caucasian,USA,36.0,NCAA,8.75,1.55,2.57,3.82,1.8746959189497372,3.1,0.75,3.67,3.07,8.3,4.604932821481121,3.2,25.0,3.69,Engineering,Ok,Good,0.0,0.0,0.0,Elmer Rickon
male,Caucasian,USA,34.0,None,3.07,-3.48,-4.14,0.4,9.824462604820681,4.7,1.53,5.93,4.0,9.9,-1.0597102116609916,0.0,43.0,-0.57,Quantitative,Very Good,Good,1.0,0.0,0.0,Raymond Quintero
male,Caucasian,USA,32.0,None,5.57,-1.07,-0.46,1.89,0.8670662243862088,0.8,-0.36,2.91,2.88,0.6,1.1134652334395745,3.1,20.0,0.94,Engineering,Ok,Good,0.0,0.0,0.0,Chester White
male,Caucasian,USA,36.0,NCAA,11.42,3.42,3.4,4.0,0.17835510460407336,1.6,0.08,3.34,3.31,7.8,-0.9465424615265208,4.7,53.0,-0.86,Quantitative,Very Good,Bad,0.0,1.0,0.0,Christopher Blue
male,Caucasian,USA,25.0,None,8.54,1.2,1.46,3.44,0.6670024058885001,3.9,-0.25,3.3,2.68,1.3,-3.07361390133826,1.5,1.0,-3.09,Engineering,Ok,Good,0.0,1.0,0.0,Lionel Sommerfeld
male,Caucasian,USA,28.0,NCAA,5.42,-1.27,-0.4,2.22,2.4008490540644636,2.1,1.03,3.5,2.74,8.3,-3.0685208892984077,0.0,44.0,-2.42,Engineering,Ok,Good,0.0,0.0,0.0,John Dawson
male,Caucasian,USA,26.0,NCAA,10.52,2.91,3.2,3.55,3.1247516274808578,2.2,-0.04,4.21,3.32,7.1,-0.6580847072627123,0.3,45.0,-0.35,Quantitative,Ok,Good,1.0,0.0,0.0,David Miller
male,Caucasian,USA,33.0,NCAA,5.89,-0.86,-0.77,1.77,1.7810156514613429,2.8,0.09,3.62,3.16,4.3,-0.8206579995459783,2.6,33.0,-0.75,Humanities,None,Good,0.0,0.0,1.0,Emerson Barnes
male,Caucasian,USA,29.0,None,5.65,-0.86,-0.05,2.17,-1.698771118243312,0.7,-0.58,2.63,2.73,3.9,-0.7213351960242483,3.8,38.0,-0.67,Engineering,None,Good,0.0,0.0,0.0,Juan Bouchard
male,Caucasian,USA,36.0,NCAA,6.77,-0.29,-0.55,2.05,3.272949746683748,2.0,-0.23,4.24,3.34,5.8,-0.002070063318598935,2.5,16.0,-0.27,Quantitative,None,Good,1.0,0.0,0.0,Joshua Caldwell
male,Caucasian,USA,25.0,NCAA,6.61,-0.07,0.33,1.95,2.187205384188112,2.0,1.02,3.02,3.2,3.8,-4.626397754341299,3.0,77.0,-3.88,Engineering,Very Good,Good,1.0,0.0,0.0,Scott Chung
male,Caucasian,USA,26.0,None,6.85,0.17,0.32,1.34,-0.41290265416071614,2.7,-0.31,3.23,3.29,3.9,-0.417377202215728,0.0,41.0,0.18,Engineering,Ok,Bad,0.0,0.0,0.0,Timothy Mcbeth
male,Caucasian,USA,28.0,None,4.28,-2.21,-2.78,0.37,-0.39196124845582886,1.9,-0.1,2.47,2.8,-0.3,0.49884277437372954,3.1,55.0,0.58,Engineering,None,Bad,0.0,0.0,0.0,Bradley Furst
male,Caucasian,USA,33.0,None,10.07,2.61,3.1,3.64,-0.4159900664136295,3.5,-0.01,3.05,3.15,3.2,2.843296401156319,3.4,7.0,2.21,Engineering,None,Bad,0.0,0.0,0.0,Robert Hill
male,Caucasian,USA,35.0,NCAA,6.78,0.16,0.58,1.3,3.8909710149752246,2.7,0.79,4.24,3.47,8.7,0.15658069435228594,1.3,31.0,-0.49,Engineering,Very Good,Good,1.0,0.0,0.0,Gary Nance
male,Caucasian,USA,26.0,None,3.86,-2.27,-1.19,1.61,0.3898443821316761,2.8,0.44,2.93,2.39,4.7,0.14419579089970733,0.9,15.0,0.16,Quantitative,None,Good,0.0,0.0,0.0,Michael Lopez
male,Caucasian,USA,28.0,NCAA,6.67,-0.32,-0.23,2.36,3.4928021306255363,2.1,1.12,3.5,3.21,6.0,-1.0545198600232355,1.0,46.0,-0.63,Engineering,Very Good,Good,1.0,0.0,0.0,Steve Mabry
male,Caucasian,USA,33.0,None,6.11,-0.66,-0.42,1.69,-1.0947002518422597,3.0,-0.73,3.31,3.0,4.3,-1.189155301897772,3.2,37.0,-1.09,Quantitative,None,Good,1.0,0.0,0.0,Wayne Banks
male,Caucasian,USA,37.0,NCAA,7.52,0.22,0.02,2.74,1.9650838841992109,1.6,0.43,3.61,2.81,8.5,3.553651608496366,2.6,12.0,3.09,Engineering,Ok,Bad,0.0,0.0,0.0,Mark Fizer
male,Caucasian,USA,29.0,None,5.93,-0.67,-0.46,1.16,-0.4572439713673564,2.1,0.13,2.88,2.77,4.8,0.6494198302218162,0.9,15.0,0.5,Engineering,None,Good,1.0,0.0,0.0,Don Lockhart
male,Caucasian,USA,26.0,None,8.39,1.22,1.63,2.8,-3.367131590204503,1.8,-0.46,1.81,1.98,0.3,-2.9044181288357778,3.0,64.0,-2.47,Engineering,Very Good,Good,0.0,1.0,0.0,Doug Pastian
male,Caucasian,USA,26.0,NCAA,5.81,-0.9,-0.74,1.69,2.1095913270953894,2.9,0.23,3.79,2.87,6.5,-1.4387986649777442,0.4,30.0,-1.14,Quantitative,Very Good,Good,0.0,0.0,0.0,Melvin Sayman
male,Caucasian,USA,31.0,None,4.03,-2.77,-3.37,1.14,-2.00289529562722,1.0,0.66,2.08,2.85,5.7,2.34282459271313,0.5,10.0,1.99,Engineering,Ok,Bad,0.0,0.0,0.0,Isaac Brown
male,Caucasian,USA,34.0,None,8.45,0.87,0.29,2.62,-2.7748362955070416,3.9,-0.97,2.92,2.81,1.7,3.308002649527129,3.1,43.0,3.19,Engineering,None,Bad,0.0,1.0,0.0,Jesse Short
male,Caucasian,USA,33.0,None,5.07,-1.63,-1.37,1.46,-1.7907987674018306,2.8,-0.44,2.73,3.1,2.0,2.000130342577517,1.0,2.0,1.62,Engineering,Ok,Bad,0.0,1.0,0.0,Christopher Ryans
male,Caucasian,USA,28.0,NCAA,1.74,-4.36,-4.31,0.31,0.041820206295762614,2.7,0.67,2.7,3.35,3.5,1.1337236627285658,2.3,14.0,0.79,Sciences,None,Good,0.0,0.0,0.0,Alan Potter
male,Caucasian,USA,29.0,None,6.28,-0.84,-1.3,1.79,-2.501655370476922,0.6,0.26,2.09,2.77,5.7,1.7273426173469149,0.0,12.0,1.43,Engineering,None,Bad,0.0,0.0,0.0,Todd Brummer
male,Caucasian,USA,23.0,None,8.32,1.3,1.72,2.37,-0.8193664156286172,1.1,-0.36,2.98,3.21,4.6,-4.014950633976305,2.1,70.0,-3.26,Engineering,None,Good,0.0,0.0,0.0,Albert Aquino
male,Caucasian,USA,28.0,NCAA,11.52,3.57,3.33,3.27,3.377823314970444,2.8,0.87,3.63,2.81,5.2,-3.4449649183747915,2.2,20.0,-3.27,Humanities,Very Good,Good,1.0,0.0,0.0,William Woodard
male,Caucasian,USA,32.0,None,8.28,0.77,-0.03,2.53,0.1808501867654076,2.0,-0.3,3.11,3.14,2.7,4.146147727485788,0.6,9.0,3.86,Quantitative,Very Good,Good,0.0,0.0,0.0,Leonel Lehman
male,Caucasian,USA,37.0,NCAA,11.28,3.91,5.08,3.95,5.581682394731116,3.2,1.48,4.38,3.51,8.7,0.044713533334190834,4.7,50.0,0.03,Engineering,Very Good,Good,1.0,0.0,0.0,David Russell
male,Caucasian,USA,26.0,None,6.84,-0.27,-1.04,1.09,-1.3300857612255537,2.8,-0.2,2.45,2.74,0.3,-0.5387914898393907,1.7,21.0,-0.62,Engineering,Very Good,Good,0.0,0.0,0.0,Clinton Kong
male,Caucasian,USA,29.0,None,7.92,1.28,1.9,1.78,0.940150528519475,2.0,0.88,2.94,2.64,6.3,-2.7706682536937177,0.5,52.0,-2.32,Engineering,Ok,Good,1.0,0.0,0.0,Ted Forshee
male,Caucasian,Australia,36.0,NCAA,6.13,-0.83,-1.35,1.19,4.761991980845839,2.8,0.48,4.37,3.31,6.0,1.3359172517465894,0.0,7.0,1.18,Quantitative,Very Good,Bad,1.0,1.0,0.0,Robert Nunez
male,Caucasian,USA,37.0,NCAA,12.66,5.03,5.37,3.4,6.243803844275674,3.1,1.49,4.4,3.24,7.3,4.093462106547931,4.1,7.0,3.56,Engineering,Very Good,Good,1.0,0.0,0.0,Rodney Mccormick
male,Caucasian,USA,24.0,NCAA,4.49,-2.01,-1.95,1.44,5.905800231383572,2.6,1.21,4.13,3.55,5.0,-5.547126707261069,1.1,83.0,-4.5,Quantitative,Very Good,Good,1.0,0.0,0.0,Brad Mcguire
male,Caucasian,USA,30.0,None,9.93,2.66,2.26,1.95,-1.936603566606487,1.6,-0.58,2.87,3.2,4.7,0.39554027804041847,3.4,18.0,0.12,Engineering,Ok,Good,0.0,1.0,0.0,John Anderson
male,Caucasian,USA,27.0,None,6.35,-0.46,0.08,2.26,-1.0052629801858908,1.6,0.42,2.33,3.02,3.1,1.7331853052225754,1.7,15.0,1.06,Engineering,Ok,Bad,1.0,0.0,0.0,Robert Clendenin
male,Caucasian,USA,28.0,None,8.0,0.77,0.74,2.37,-0.5089786484108544,1.3,0.02,2.83,2.56,5.6,-0.8253474020882294,2.0,44.0,-0.69,Engineering,Very Good,Good,0.0,0.0,0.0,Jeffrey Bak
male,Caucasian,USA,30.0,NCAA,6.36,-0.27,0.71,2.48,6.724017242959314,3.4,1.76,4.59,2.95,10.1,-2.242667121156472,0.8,18.0,-1.99,Engineering,Ok,Good,1.0,0.0,0.0,Theodore Witters
male,Caucasian,USA,33.0,NCAA,7.49,0.59,1.34,2.77,1.9336180358273733,2.6,1.77,2.62,3.01,4.3,0.995399532649001,5.3,71.0,1.14,Humanities,Ok,Good,0.0,0.0,0.0,Michael Barrett
male,Caucasian,USA,32.0,None,3.76,-3.21,-4.4,0.86,1.2939839245843898,2.8,0.35,3.43,3.46,5.0,-2.959416999413937,2.7,43.0,-2.63,Engineering,Very Good,Good,0.0,0.0,0.0,Richard Burch
male,Caucasian,USA,24.0,None,5.41,-1.42,-1.8,1.21,-2.506226324851378,0.8,0.15,1.75,2.67,1.4,-3.6292725451504952,1.3,38.0,-3.33,Humanities,Ok,Bad,0.0,0.0,0.0,Joseph West
male,Caucasian,USA,25.0,None,7.41,0.02,-0.88,1.75,-2.4016634855195274,1.5,-0.17,1.98,2.17,1.3,-0.0846914416093823,4.3,55.0,0.04,Engineering,Ok,Bad,0.0,1.0,0.0,Boyce Williams
male,Caucasian,USA,28.0,NCAA,8.03,0.94,0.72,1.72,3.98319935241402,2.4,1.14,3.73,3.21,6.3,-0.9287434969938594,3.1,38.0,-0.81,Sciences,Ok,Good,1.0,0.0,0.0,Steven Oreilly
male,Caucasian,USA,28.0,Club/Intramural,5.69,-0.88,-0.24,1.69,-1.4798246733313238,1.5,-0.26,2.69,2.95,3.9,2.7650859136957933,0.2,10.0,2.3,Engineering,Ok,Bad,0.0,0.0,0.0,Ryan Pohlman
male,Caucasian,USA,34.0,NCAA,8.18,1.12,1.65,2.54,4.945174128722833,2.5,1.09,4.12,3.39,7.2,0.30832485349763944,7.2,66.0,0.24,Engineering,Very Good,Good,1.0,0.0,0.0,Kenneth Dominguez
male,Caucasian,Canada,30.0,NCAA,7.6,0.9,0.94,1.04,1.4993663119364555,2.2,-0.24,3.65,3.37,4.0,-1.311409294036804,3.5,50.0,-1.12,Engineering,Very Good,Good,1.0,0.0,1.0,Deon Ruby
male,Caucasian,USA,27.0,None,7.32,0.28,0.4,2.08,0.6526354137399191,2.3,0.76,2.89,3.18,4.7,-1.8086936052897984,0.5,55.0,-1.19,Quantitative,Very Good,Good,0.0,0.0,0.0,Anthony Broenneke
male,Caucasian,USA,33.0,None,6.31,-0.52,-0.36,1.75,0.9398696722533605,2.3,0.25,3.31,2.94,5.9,2.446289914656446,1.7,65.0,2.56,Quantitative,Ok,Good,0.0,0.0,0.0,Alan Tomer
male,Caucasian,USA,21.0,None,7.54,0.78,2.44,3.4,-4.800806508999501,0.3,-0.58,1.24,1.68,0.7,-1.4447646759231663,3.3,19.0,-1.51,Humanities,None,Good,0.0,1.0,1.0,Brian Watts
male,Caucasian,USA,27.0,None,4.99,-1.3,-0.91,0.97,-1.2591868567279865,2.8,-0.17,2.57,3.1,0.6,0.29808245339140993,0.0,9.0,0.37,Engineering,None,Good,0.0,0.0,0.0,Jason Mckay
male,Caucasian,Canada,34.0,NCAA,6.28,-0.2,-0.02,0.88,3.453538604672435,4.5,1.16,3.71,2.99,5.2,1.1209246977112166,2.5,14.0,0.54,Humanities,Ok,Good,1.0,0.0,1.0,Gregory Minder
male,Caucasian,USA,21.0,None,7.69,0.77,1.32,2.53,1.275389746830061,2.0,0.37,2.88,3.1,1.0,-4.392170844647731,1.9,53.0,-3.84,Quantitative,None,Good,0.0,0.0,0.0,Dennis Gaylor
male,Caucasian,USA,28.0,None,7.98,0.91,1.15,2.51,-0.3012004714331132,1.8,0.16,2.81,3.37,3.9,1.343362270356169,2.0,4.0,1.12,Quantitative,None,Good,0.0,0.0,0.0,James Solis
male,Caucasian,USA,28.0,None,8.55,1.15,0.17,1.62,-0.6265358328614481,1.4,-0.07,2.78,3.91,2.8,-0.1550220866232744,0.0,34.0,0.08,Quantitative,Ok,Good,1.0,0.0,0.0,Jeffery Bryant
male,Caucasian,USA,27.0,None,9.41,2.01,2.33,3.42,0.7711263736887459,1.4,-0.14,3.24,3.41,3.6,-2.95697379607984,5.0,69.0,-2.71,Humanities,None,Bad,0.0,1.0,0.0,Lee Johnson
male,Caucasian,USA,37.0,None,4.98,-1.47,-1.53,0.55,-0.5782721462142419,1.3,-1.19,3.57,3.65,4.4,3.0593929017050043,3.8,31.0,2.72,Engineering,None,Good,0.0,0.0,0.0,Bradley Mchenry
male,Caucasian,USA,31.0,None,8.05,0.81,1.08,2.98,-0.5585738313789248,3.1,-0.08,2.65,2.77,0.1,4.136346112492218,2.6,17.0,3.4,Sciences,None,Bad,0.0,0.0,0.0,Gregory Herron
male,Caucasian,USA,34.0,NCAA,6.7,-0.5,-0.67,2.77,2.5295288510790876,2.9,-0.72,4.46,3.28,6.1,2.9507669586800764,4.4,4.0,2.2,Engineering,Very Good,Good,0.0,0.0,0.0,Scott Seidell
male,Caucasian,USA,19.0,None,7.07,0.07,0.24,2.29,-0.18978503253060744,2.0,-0.07,2.65,3.36,0.2,-1.3281112478719095,0.0,1.0,-1.19,Engineering,Ok,Bad,1.0,0.0,0.0,Raymond Spencer
male,Caucasian,USA,35.0,None,5.69,-1.28,-1.56,1.93,0.29058720378897135,1.8,0.91,2.54,2.54,5.2,-0.6385925080059051,0.7,1.0,-0.69,Engineering,None,Bad,1.0,0.0,0.0,Stuart Logan
male,Caucasian,USA,38.0,None,9.78,2.61,2.63,2.16,-1.5931835517136146,1.1,-1.24,3.65,3.11,8.9,2.347034393762187,0.0,20.0,1.64,Engineering,Ok,Bad,0.0,0.0,0.0,John Wolf
male,Caucasian,USA,20.0,Club/Intramural,9.69,1.79,0.6,2.75,-3.1821901541797706,1.0,-1.38,2.25,3.07,-1.6,-2.301394547725262,0.6,58.0,-1.79,Sciences,Ok,Bad,0.0,1.0,0.0,Eric Polo
male,Caucasian,USA,31.0,NCAA,7.02,0.48,1.62,2.44,4.559132875106301,2.5,0.93,4.12,2.71,7.7,-0.2518974156617145,0.3,74.0,0.31,Engineering,None,Bad,1.0,0.0,0.0,Roy Wiglesworth
male,Caucasian,USA,25.0,None,5.9,-0.62,0.19,1.96,-2.172045831850478,0.8,-0.71,2.32,2.68,1.4,0.3078672725962378,3.3,26.0,0.19,Engineering,None,Good,0.0,0.0,0.0,Ronald Buchanan
male,Caucasian,Australia,30.0,None,7.91,0.61,0.99,3.17,0.5204608613841504,0.5,0.86,2.73,2.71,7.9,-2.0489015807560014,2.6,62.0,-1.68,Engineering,None,Good,0.0,0.0,0.0,Thomas Knight
male,Caucasian,USA,28.0,None,1.92,-4.41,-4.61,0.74,-4.8214649504334455,1.5,-1.08,1.8,2.64,0.2,3.033054169438947,3.3,21.0,2.55,Humanities,None,Good,0.0,1.0,1.0,Alexander Guzman
male,Caucasian,USA,25.0,NCAA,5.51,-1.43,-1.41,2.19,1.489283535808833,3.6,0.22,3.69,2.69,6.4,-3.30074603613974,0.5,40.0,-2.84,Engineering,None,Good,0.0,0.0,0.0,Jared Mclean
male,Caucasian,Canada,36.0,NCAA,4.0,-2.32,-2.83,0.0,3.2444916312200647,1.8,1.05,3.64,3.48,7.2,3.228462344814973,1.1,5.0,2.77,Humanities,Very Good,Good,1.0,0.0,0.0,Jarvis Rodriguez
male,Caucasian,USA,30.0,None,7.22,0.27,0.2,1.71,-1.4321182458352095,1.3,-0.13,2.34,2.68,2.0,0.9663866873999318,1.9,18.0,0.82,Engineering,None,Good,0.0,0.0,0.0,Reggie Rivera
male,Caucasian,Canada,23.0,NCAA,7.15,-0.16,-0.46,2.57,4.394953865396281,3.2,0.72,3.95,3.5,3.1,-0.7938670474768027,0.0,13.0,-0.73,Sciences,Ok,Good,1.0,0.0,0.0,Casey Garner
male,Caucasian,Canada,24.0,NCAA,4.7,-2.03,-2.66,0.71,1.6409085689651242,2.8,0.17,3.57,3.34,4.8,-2.0406312755123,1.7,16.0,-2.03,Engineering,Very Good,Good,0.0,0.0,0.0,James Hancock
male,Caucasian,USA,28.0,None,5.3,-1.18,-0.79,1.63,0.08400079610692082,1.7,-0.22,2.93,2.71,2.7,0.4690866851204,2.3,12.0,0.07,Quantitative,Ok,Good,0.0,0.0,0.0,Dustin Smith
male,Caucasian,USA,32.0,None,7.74,0.64,0.76,2.0,-2.2658431630979616,2.6,-0.57,2.9,2.81,5.1,1.133440880086826,1.9,42.0,1.2,Engineering,Ok,Good,0.0,0.0,0.0,Jimmy Marshall
male,Caucasian,USA,20.0,None,9.93,2.29,2.21,3.48,-2.9196406729703943,1.4,-0.91,2.19,3.14,-0.5,-4.502340619160856,0.0,2.0,-4.16,Sciences,None,Bad,0.0,1.0,0.0,Dennis Russell
male,Caucasian,Canada,26.0,None,10.02,2.24,1.31,2.63,-0.3217446889794345,1.8,-0.05,2.68,3.45,0.9,2.1975307614489012,3.2,32.0,2.0,Quantitative,None,Bad,0.0,0.0,0.0,Colin Fetty
male,Caucasian,USA,22.0,None,4.73,-1.85,-1.92,1.18,-0.3936816034187136,1.5,-0.16,2.73,2.91,2.4,-1.1946498143186248,0.7,60.0,-0.82,Engineering,Very Good,Good,1.0,0.0,0.0,Eddie Morely
male,Caucasian,USA,31.0,None,6.49,-0.33,-0.68,1.18,-1.122576095543503,2.4,0.25,2.22,3.18,-0.7,2.0958454625339957,3.5,23.0,1.83,Engineering,Ok,Good,0.0,1.0,0.0,Neil Wood
male,Caucasian,USA,30.0,None,8.92,1.72,2.08,2.57,-2.542635683381709,1.7,-0.77,2.33,2.86,0.5,5.810479904051653,2.7,1.0,4.95,Sciences,None,Bad,0.0,0.0,0.0,Pedro Waldron
male,Caucasian,USA,30.0,Club/Intramural,5.26,-1.18,-0.92,0.97,-1.284530069592784,1.7,0.16,2.27,2.55,1.8,1.375690091988303,1.9,24.0,1.39,Sciences,None,Bad,0.0,0.0,0.0,Glenn Parham
male,Caucasian,USA,33.0,None,5.17,-1.31,-1.12,1.11,1.0957008936835941,1.4,-0.94,3.8,2.85,4.9,2.338665475381046,2.0,34.0,2.16,Quantitative,Ok,Good,0.0,0.0,0.0,Marshall Rubio
male,Caucasian,USA,25.0,None,4.99,-1.75,-1.92,1.39,-8.185770898933384,1.6,-1.19,0.53,2.26,-4.1,0.916649665463995,3.4,4.0,0.48,Quantitative,Very Good,Good,0.0,1.0,1.0,Donald Hardaway
male,Caucasian,USA,34.0,None,11.84,4.08,5.53,5.62,-1.2333554386464372,2.0,-0.43,3.11,3.58,5.4,3.4713934748324515,3.2,16.0,3.1,Sciences,Very Good,Bad,0.0,0.0,0.0,Charles Scott
male,Caucasian,USA,30.0,None,6.8,-0.02,0.17,1.94,-0.7235016945246616,1.9,-0.19,3.04,2.95,5.8,-0.22836148324636812,0.0,18.0,-0.2,Quantitative,None,Bad,0.0,0.0,0.0,Billy Witmer
male,Caucasian,USA,32.0,None,3.13,-3.38,-3.57,1.11,1.1219267958454633,2.0,-0.04,3.75,3.3,7.6,-0.6328367126661402,1.6,49.0,-0.31,Humanities,None,Good,0.0,0.0,0.0,Maurice Schlau
male,Caucasian,USA,33.0,None,3.36,-3.11,-3.03,1.11,0.6573731088116344,1.1,0.59,3.15,3.83,6.6,0.824489165399728,0.1,1.0,0.61,Quantitative,Ok,Good,0.0,0.0,0.0,Nicholas Ahrens
male,Caucasian,USA,26.0,None,2.26,-3.6,-3.41,0.0,-3.1430004652754864,1.0,0.32,1.41,2.6,0.9,0.4337838669827428,2.8,17.0,0.37,Engineering,None,Good,0.0,1.0,0.0,Larry Reyes
male,Caucasian,Canada,28.0,None,7.79,0.88,1.83,2.83,-0.7584310252196756,2.4,0.02,3.04,2.96,5.7,1.7048507773719994,0.4,8.0,1.33,Engineering,Ok,Bad,0.0,0.0,0.0,Ira Schwarz
male,Caucasian,USA,22.0,NCAA,4.38,-2.32,-2.6,1.28,2.2734369028145243,2.1,1.14,2.97,2.54,4.6,-2.14321400371032,0.0,15.0,-1.87,Quantitative,Ok,Good,1.0,0.0,1.0,John Mends
male,Caucasian,Australia,31.0,NCAA,5.32,-1.36,-1.8,0.81,3.085514505005881,2.5,1.32,3.43,3.2,6.6,1.8637209724975372,0.0,0.0,1.66,Engineering,Ok,Good,0.0,0.0,0.0,Jerry Rogers
male,Caucasian,USA,20.0,Club/Intramural,7.61,0.22,0.32,2.99,-1.0753106846213325,2.4,-0.41,2.76,2.73,1.8,-2.32271253568042,0.0,27.0,-1.88,Humanities,Ok,Good,0.0,0.0,0.0,Willie Imai
male,Caucasian,USA,30.0,None,5.77,-0.6,0.18,1.54,-4.9076509396319175,1.4,-0.39,1.57,2.25,2.7,1.4731366402508224,5.0,42.0,1.19,Engineering,None,Good,0.0,1.0,1.0,Herman Mitchell
male,Caucasian,USA,27.0,NCAA,5.28,-1.23,-0.75,1.61,1.9812230717558668,2.6,-0.5,3.92,3.12,4.1,-0.21093355005317072,0.6,36.0,-0.1,Engineering,None,Good,0.0,0.0,0.0,Joshua Birks
male,Caucasian,USA,29.0,NCAA,7.94,0.76,0.28,1.5,2.5786017406439248,2.6,0.17,3.57,3.27,2.2,-0.43553339411908704,3.3,58.0,-0.07,Quantitative,Very Good,Good,0.0,0.0,0.0,Michael Salas
male,Caucasian,Canada,25.0,None,9.97,2.16,1.75,3.3,-2.266287865226563,0.4,-0.22,2.22,2.7,4.1,-0.6009817047706778,1.3,27.0,-0.55,Engineering,Ok,Good,0.0,0.0,0.0,James Matzke
male,Caucasian,USA,34.0,Club/Intramural,5.45,-1.55,-2.58,0.71,2.771434741983121,1.7,0.24,3.77,3.39,5.6,-1.0909536924168042,3.2,50.0,-0.95,Quantitative,Ok,Good,1.0,0.0,0.0,Jeffrey Occhuizzo
male,Caucasian,USA,36.0,NCAA,4.65,-1.8,-1.42,1.07,3.3493013772506908,3.0,0.73,3.59,2.99,3.8,1.1481463969178203,5.7,42.0,0.84,Engineering,Ok,Good,0.0,0.0,0.0,Jack Thayer
male,Caucasian,USA,32.0,None,10.02,2.57,2.53,2.93,-1.9396226057466468,1.0,-0.37,2.23,3.16,0.8,-0.41970845038363563,4.1,38.0,-0.49,Engineering,Ok,Good,0.0,0.0,0.0,James Lindsey
male,Caucasian,USA,35.0,None,11.23,3.34,3.05,3.56,0.17703037619817624,1.7,0.25,2.96,3.1,5.2,2.317810114196494,1.1,9.0,1.84,Sciences,Very Good,Good,0.0,0.0,0.0,Anthony Beaudin
male,Caucasian,USA,28.0,NCAA,9.04,1.6,1.07,2.19,1.5870798099636507,1.8,0.12,3.31,3.61,3.7,-0.3003952568203899,0.0,26.0,0.02,Engineering,Very Good,Bad,0.0,1.0,0.0,Brian Parks
male,Caucasian,USA,33.0,NCAA,9.03,1.63,1.35,2.14,5.767768459783497,3.3,0.9,4.76,3.91,8.2,2.098464103758387,0.0,19.0,2.08,Engineering,Ok,Good,1.0,0.0,0.0,Randy Biron
male,Caucasian,Canada,31.0,None,2.22,-3.79,-3.51,0.35,-4.013324241649546,2.4,-1.29,2.26,1.94,1.0,-0.280540299879874,5.5,45.0,-0.39,Sciences,None,Good,0.0,1.0,0.0,Bennie Rodriguez
male,Caucasian,USA,27.0,NCAA,8.87,1.46,0.43,1.69,-1.5257775716666628,1.9,-0.66,2.99,2.93,4.3,-0.04281461314402611,1.5,12.0,-0.41,Sciences,Ok,Good,0.0,1.0,0.0,Fernando Torres
male,Caucasian,Australia,24.0,None,9.84,2.23,1.61,2.42,-1.4655589094601071,2.4,0.2,1.87,2.28,-1.9,-0.05594289537877102,2.6,29.0,-0.08,Quantitative,None,Bad,0.0,0.0,0.0,James Fix
male,Caucasian,USA,40.0,NCAA,9.13,1.74,1.92,2.97,6.995474606038971,2.6,1.83,4.34,3.08,8.6,1.5236124261758393,6.8,36.0,1.1,Engineering,Ok,Good,1.0,0.0,0.0,Dennis Wlodarek
male,Caucasian,USA,26.0,NCAA,4.58,-1.84,-0.98,1.71,1.4665612541147963,2.3,1.22,2.86,2.61,5.9,0.6318897701577382,1.1,33.0,0.71,Engineering,Ok,Good,1.0,1.0,0.0,Oliver Fajardo
male,Caucasian,USA,27.0,NCAA,4.45,-1.99,-1.19,1.68,4.9913949726671785,2.5,0.22,4.64,4.2,6.1,-1.91640431175439,1.3,37.0,-1.6,Engineering,Very Good,Good,1.0,0.0,0.0,Alan Lagarde
male,Caucasian,USA,27.0,None,7.85,0.8,0.28,1.21,-0.38559144241340243,2.5,-0.43,2.93,3.31,0.4,-1.5404929395563318,0.0,1.0,-1.34,Engineering,Ok,Bad,0.0,0.0,0.0,Tommy Smith
male,Caucasian,USA,25.0,None,9.36,2.15,2.39,2.53,0.3259332291316879,1.3,-0.27,3.26,3.62,4.7,-1.8614229094721737,0.0,16.0,-1.73,Engineering,None,Good,0.0,1.0,0.0,Nathaniel Bowser
male,Caucasian,USA,35.0,NCAA,7.69,0.89,1.12,1.76,2.4496670889791115,2.4,1.4,3.1,2.84,5.7,0.696319670462186,1.3,39.0,0.81,Engineering,Very Good,Good,0.0,0.0,0.0,Leon Shavers
male,Caucasian,USA,29.0,None,5.88,-1.07,-1.1,2.15,0.03335458112619566,2.1,-0.19,2.97,3.21,1.8,1.390273868592485,2.7,44.0,1.37,Engineering,Very Good,Good,0.0,0.0,0.0,Stephen Morgan
male,Caucasian,USA,32.0,None,8.38,1.08,0.71,2.19,0.800912247311197,2.6,0.32,3.07,3.26,3.0,3.4065785933368353,2.6,30.0,3.21,Quantitative,Very Good,Good,0.0,0.0,0.0,Brendan Johnson
male,Caucasian,USA,22.0,None,6.16,-0.62,-0.1,2.14,-7.996005384358963,1.0,-0.87,0.58,1.86,-0.4,-0.546636103521391,0.4,42.0,-0.27,Humanities,Very Good,Good,0.0,1.0,1.0,Joe Maleski
male,Caucasian,USA,34.0,NCAA,5.36,-1.1,-0.35,1.92,2.2114228010211763,3.5,0.17,3.9,3.71,5.0,2.241377031320495,4.5,58.0,2.13,Quantitative,Very Good,Good,0.0,0.0,0.0,Mark Thomas
male,Caucasian,USA,31.0,None,6.87,0.22,1.75,2.91,-0.8566464939121383,1.5,-0.33,3.0,3.34,4.8,-4.084250443847282,6.0,67.0,-3.82,Sciences,Ok,Good,0.0,0.0,0.0,Raymond Joshi
